Model_simple,Model,Engine_Capacity,Transmission,Fuel_Type,Mileage,Price,Age
Wagon R,WAGON R FX,650,AUTOMATIC,HYBRID,60000,4575000,8
Wagon R,WAGON R STINGRAY,650,AUTOMATIC,HYBRID,91000,4550000,8
Wagon R,WAGON R FX SAFETY,650,AUTOMATIC,HYBRID,69000,4550000,8
Wagon R,WAGON R FX SAFETY,650,AUTOMATIC,HYBRID,69000,4550000,8
Wagon R,WAGON R FX SAFETY,660,AUTOMATIC,HYBRID,65000,4525000,8
Wagon R,WAGON R FX SAFETY,650,AUTOMATIC,HYBRID,66000,4500000,8
Wagon R,WAGON R FX SAFETY,650,AUTOMATIC,HYBRID,74000,4495000,8
Wagon R,WAGON R J-STYLE,650,AUTOMATIC,HYBRID,125000,4490000,8
Wagon R,WAGON R J-STYLE,660,AUTOMATIC,HYBRID,76000,4490000,8
Wagon R,WAGON R J-STYLE,650,AUTOMATIC,HYBRID,125000,4475000,8
Wagon R,WAGON R FX,650,AUTOMATIC,HYBRID,75308,4475000,8
Wagon R,WAGON R STINGRAY,650,AUTOMATIC,HYBRID,56000,4450000,8
Wagon R,WAGON R STINGRAY,650,AUTOMATIC,HYBRID,56000,4450000,8
Wagon R,WAGON R FZ SAFETY,650,AUTOMATIC,HYBRID,58000,4950000,8
Wagon R,WAGON R FX,650,AUTOMATIC,HYBRID,68800,4450000,8
Wagon R,WAGON R FX,650,AUTOMATIC,HYBRID,75600,4425000,8
Wagon R,WAGON R FX,650,AUTOMATIC,HYBRID,75600,4425000,8
Wagon R,WAGON R FX,660,AUTOMATIC,HYBRID,95700,4400000,8
Wagon R,WAGON R FX,650,AUTOMATIC,HYBRID,65000,4395000,8
Wagon R,WAGON R FX,660,AUTOMATIC,HYBRID,82536,4395000,8
Wagon R,WAGON R FX SAFETY,650,AUTOMATIC,HYBRID,89764,4390000,8
Wagon R,WAGON R FX SAFETY,650,AUTOMATIC,HYBRID,89764,4390000,8
Wagon R,WAGON R FX,660,AUTOMATIC,HYBRID,86000,4390000,8
Wagon R,WAGON R FX,650,AUTOMATIC,HYBRID,86000,4390000,8
Wagon R,WAGON R FX,650,AUTOMATIC,HYBRID,78000,4390000,8
Wagon R,WAGON R FX,600,AUTOMATIC,HYBRID,60000,4375000,8
Wagon R,WAGON R FX,650,AUTOMATIC,HYBRID,73200,4375000,8
Wagon R,WAGON R FZ SAFETY,650,AUTOMATIC,HYBRID,89000,4900000,8
Wagon R,WAGON R FZ SAFETY,660,AUTOMATIC,HYBRID,80000,4350000,8
Wagon R,WAGON R FZ SAFETY,650,AUTOMATIC,HYBRID,80200,4350000,8
Wagon R,WAGON R FX,660,AUTOMATIC,HYBRID,79000,4350000,8
Swift,SWIFT VXI,1200,MANUAL,PETROL,44313,1350000,24
Maruti,MARUTI 800,800,MANUAL,PETROL,80000,1090000,26
Wagon R,WAGON R FX,650,AUTOMATIC,HYBRID,33100,4350000,8
Maruti,MARUTI 800,800,MANUAL,PETROL,56426,1275000,23
Alto,ALTO JAPAN,650,AUTOMATIC,PETROL,45000,4975000,7
Wagon R,WAGON R FX,650,AUTOMATIC,HYBRID,96954,4325000,8
Wagon R,WAGON R FX,650,AUTOMATIC,HYBRID,77000,4325000,8
Swift,SWIFT VXI,1300,MANUAL,PETROL,158000,4500000,23
Maruti,MARUTI 800,800,MANUAL,PETROL,90000,1725000,12
Alto,ALTO JAPAN,660,AUTOMATIC,PETROL,46700,4975000,4
Alto,ALTO JAPAN,660,AUTOMATIC,PETROL,46700,4975000,4
Alto,ALTO JAPAN,650,AUTOMATIC,PETROL,29000,4950000,5
Maruti,MARUTI 800,800,MANUAL,PETROL,65000,1395000,16
Alto,ALTO JAPAN,650,AUTOMATIC,PETROL,62000,4850000,8
Maruti,MARUTI 800,800,MANUAL,PETROL,120000,1450000,17
Wagon R,WAGON R FX,660,AUTOMATIC,HYBRID,113000,4325000,8
Alto,ALTO JAPAN,650,AUTOMATIC,PETROL,76180,4800000,7
Alto,ALTO JAPAN,650,AUTOMATIC,PETROL,49000,4790000,7
Jimny,JIMNY,1490,AUTOMATIC,PETROL,165800,3790000,23
Alto,ALTO JAPAN,650,AUTOMATIC,PETROL,29000,4775000,6
Maruti,MARUTI 800,800,MANUAL,PETROL,93000,1692500,17
Wagon R,WAGON R FX,650,AUTOMATIC,HYBRID,59000,4300000,8
Swift,SWIFT,1500,AUTOMATIC,PETROL,85588,3450000,23
Spacia,SPACIA,650,AUTOMATIC,PETROL,97000,3975000,13
Alto,ALTO JAPAN,650,AUTOMATIC,PETROL,125290,4650000,6
Alto,ALTO JAPAN,650,AUTOMATIC,PETROL,125290,4650000,6
Wagon R,WAGON R FX,650,AUTOMATIC,HYBRID,105000,4300000,8
Swift,SWIFT,1300,AUTOMATIC,PETROL,117500,2985000,23
Alto,ALTO JAPAN,650,AUTOMATIC,PETROL,80000,4590000,8
Alto,ALTO JAPAN,660,AUTOMATIC,PETROL,43000,4550000,5
Spacia,SPACIA,658,AUTOMATIC,PETROL,135337,4500000,10
Swift,SWIFT,1300,AUTOMATIC,PETROL,165000,3325000,22
Alto,ALTO JAPAN,800,AUTOMATIC,PETROL,45000,4500000,6
Wagon R,WAGON R FX,625,AUTOMATIC,HYBRID,60000,4300000,8
Swift,SWIFT,1320,AUTOMATIC,PETROL,132152,2975000,22
Swift,SWIFT,1320,AUTOMATIC,PETROL,153900,2785000,22
Wagon R,WAGON R FX,660,AUTOMATIC,HYBRID,77000,4300000,8
Wagon R,WAGON R STINGRAY,650,AUTOMATIC,HYBRID,40000,4300000,8
Baleno,BALENO ZETA CVT,1200,AUTOMATIC,PETROL,63700,7560000,4
Maruti,MARUTI 800,800,MANUAL,PETROL,78525,1295000,18
Celerio,CELERIO ZXI,996,AUTOMATIC,PETROL,76000,5223000,7
Swift,SWIFT,1197,AUTOMATIC,PETROL,165000,2700000,22
Spacia,SPACIA,650,AUTOMATIC,PETROL,68000,5450000,8
Swift,SWIFT,1300,AUTOMATIC,PETROL,108157,3275000,21
Alto,ALTO JAPAN,650,AUTOMATIC,PETROL,75000,4500000,6
Spacia,SPACIA CUSTOM Z,650,AUTOMATIC,PETROL,71100,4690000,8
Alto,ALTO JAPAN,650,AUTOMATIC,PETROL,123456,4495000,6
Alto,ALTO JAPAN,660,AUTOMATIC,PETROL,63300,4490000,5
Alto,ALTO JAPAN,650,AUTOMATIC,PETROL,78000,4490000,5
S Cross,S CROSS SPORTS,1000,TIPTRONIC,PETROL,80400,9250000,5
Alto,ALTO JAPAN,650,AUTOMATIC,PETROL,43564,4450000,6
Alto,ALTO JAPAN,660,AUTOMATIC,PETROL,73200,4450000,8
Wagon R,WAGON R FX,650,AUTOMATIC,HYBRID,65000,4300000,8
Spacia,SPACIA CUSTOM Z,650,AUTOMATIC,PETROL,160000,4500000,8
Alto,ALTO JAPAN,660,AUTOMATIC,PETROL,46000,4400000,6
Wagon R,WAGON R FX,800,AUTOMATIC,HYBRID,89000,4300000,8
Maruti,MARUTI 800,796,MANUAL,PETROL,50000,1375000,18
Swift,SWIFT,1300,AUTOMATIC,PETROL,120000,3250000,21
Spacia,SPACIA CUSTOM Z,800,AUTOMATIC,PETROL,67500,4500000,8
Vitara,VITARA,1000,AUTOMATIC,PETROL,81000,11300000,4
Alto,ALTO JAPAN,650,AUTOMATIC,PETROL,108000,4395000,7
Alto,ALTO JAPAN,650,AUTOMATIC,PETROL,108000,4395000,7
Alto,ALTO JAPAN,650,AUTOMATIC,PETROL,65000,4390000,6
Alto,ALTO JAPAN,660,AUTOMATIC,PETROL,46000,4375000,7
Alto,ALTO JAPAN,600,AUTOMATIC,PETROL,56500,4350000,6
Jimny,JIMNY,1300,AUTOMATIC,PETROL,165000,3850000,20
Escudo,ESCUDO VITARA G,1990,AUTOMATIC,PETROL,185000,3950000,21
Swift,SWIFT,1320,AUTOMATIC,PETROL,156000,3150000,21
Alto,ALTO JAPAN,800,AUTOMATIC,PETROL,67000,4350000,8
Liana,LIANA,1490,AUTOMATIC,PETROL,140000,2975000,17
A Star,A STAR VXI,998,AUTOMATIC,PETROL,123456,2950000,13
Alto,ALTO JAPAN,650,AUTOMATIC,PETROL,53960,4350000,9
Alto,ALTO JAPAN,800,AUTOMATIC,PETROL,58000,4325000,6
Wagon R,WAGON R FX,650,AUTOMATIC,HYBRID,44331,4295000,8
Alto,ALTO JAPAN,650,AUTOMATIC,PETROL,44313,4290000,7
Alto,ALTO JAPAN,660,AUTOMATIC,PETROL,50000,4275000,6
Alto,ALTO JAPAN,650,AUTOMATIC,PETROL,67000,4250000,6
Alto,ALTO JAPAN,650,AUTOMATIC,PETROL,40000,4200000,6
Wagon R,WAGON R FX,650,AUTOMATIC,HYBRID,90000,4290000,8
Swift,SWIFT VXI,1300,MANUAL,PETROL,166000,3060000,21
Swift,SWIFT,1340,AUTOMATIC,PETROL,165000,3050000,21
Maruti,MARUTI 800,800,MANUAL,PETROL,80000,1090000,26
Maruti,MARUTI 800,800,MANUAL,PETROL,56426,1275000,23
Alto,ALTO JAPAN,1000,AUTOMATIC,PETROL,81000,4200000,6
Maruti,MARUTI 800,800,MANUAL,PETROL,90000,1725000,12
Alto,ALTO JAPAN,650,AUTOMATIC,PETROL,62000,4150000,7
Alto,ALTO JAPAN,650,AUTOMATIC,PETROL,64464,4150000,6
Wagon R,WAGON R FX,650,AUTOMATIC,HYBRID,83000,4290000,8
Alto,ALTO JAPAN,660,AUTOMATIC,PETROL,52000,4150000,6
Alto,ALTO JAPAN,660,AUTOMATIC,PETROL,88000,4125000,6
Maruti,MARUTI 800,800,MANUAL,PETROL,120000,1450000,17
Wagon R,WAGON R FX,650,AUTOMATIC,HYBRID,91840,4285000,8
Alto,ALTO JAPAN,650,AUTOMATIC,PETROL,73000,4100000,6
Alto,ALTO JAPAN,660,AUTOMATIC,PETROL,190000,4100000,6
Alto,ALTO JAPAN,650,AUTOMATIC,PETROL,75000,4075000,6
Maruti,MARUTI 800,800,MANUAL,PETROL,93000,1692500,17
Maruti,MARUTI 800,800,MANUAL,PETROL,98000,1495000,17
Maruti,MARUTI 800,800,MANUAL,PETROL,116000,1725000,12
Wagon R,WAGON R FX,650,AUTOMATIC,HYBRID,86000,4275000,8
Alto,ALTO JAPAN,650,AUTOMATIC,PETROL,72560,4075000,7
Swift,SWIFT,1300,AUTOMATIC,PETROL,235000,3050000,21
Maruti,MARUTI 800,800,MANUAL,PETROL,78525,1295000,18
Swift,SWIFT,1300,AUTOMATIC,PETROL,131000,2975000,21
Spacia,SPACIA G GRADE,650,AUTOMATIC,PETROL,115000,4425000,8
Alto,ALTO JAPAN,650,AUTOMATIC,PETROL,49500,3975000,8
Alto,ALTO JAPAN,800,AUTOMATIC,PETROL,250000,3975000,9
Alto,ALTO JAPAN,800,AUTOMATIC,PETROL,74000,3965000,8
Alto,ALTO JAPAN,800,AUTOMATIC,PETROL,49700,3950000,8
Vitara,VITARA G LIMITED,1000,AUTOMATIC,PETROL,81000,11300000,4
A Star,A STAR VXI,998,MANUAL,PETROL,32154,2950000,13
Alto,ALTO JAPAN,800,AUTOMATIC,HYBRID,49700,3950000,8
Alto,ALTO JAPAN,800,MANUAL,PETROL,27500,3800000,4
Wagon R,WAGON R FX,650,AUTOMATIC,HYBRID,61745,4250000,8
Wagon R,WAGON R FX,650,AUTOMATIC,HYBRID,77000,4250000,8
Wagon R,WAGON R FX,650,AUTOMATIC,HYBRID,103263,4250000,8
Alto,ALTO JAPAN,800,MANUAL,PETROL,18350,3550000,5
Baleno,BALENO ZETA CVT,1200,AUTOMATIC,PETROL,63700,7560000,4
Zen,ZEN,1000,MANUAL,PETROL,113000,1770000,18
Alto,ALTO JAPAN,660,AUTOMATIC,PETROL,70000,3500000,16
Every,EVERY,650,AUTOMATIC,PETROL,80000,4300000,11
Every,EVERY,650,AUTOMATIC,PETROL,89000,4200000,6
Alto,ALTO K10 VXI,1000,MANUAL,PETROL,160000,1675000,24
Alto,ALTO K10 LXI,1000,MANUAL,PETROL,120000,1100000,24
Spacia,SPACIA G GRADE,650,AUTOMATIC,HYBRID,95000,4350000,8
Swift,SWIFT,1300,AUTOMATIC,PETROL,157530,2875000,21
Every,EVERY,650,AUTOMATIC,PETROL,42000,6500000,7
Alto,ALTO JAPAN,998,AUTOMATIC,PETROL,50000,3420000,8
Alto,ALTO K10 LXI,1000,AUTOMATIC,PETROL,156800,2350000,22
A Star,A STAR LXI,998,MANUAL,PETROL,56451,2890000,13
Spacia,SPACIA G GRADE,658,AUTOMATIC,PETROL,59000,4300000,8
Alto,ALTO JAPAN,650,AUTOMATIC,PETROL,87000,3380000,16
Every,EVERY,650,AUTOMATIC,PETROL,65000,5275000,6
Alto,ALTO JAPAN,800,MANUAL,PETROL,74000,3375000,8
Alto,ALTO K10 LXI,1000,AUTOMATIC,PETROL,112000,2360000,21
Grand Vitara,GRAND VITARA,2000,MANUAL,PETROL,160000,4995000,16
Maruti,MARUTI 800,800,MANUAL,PETROL,93000,2000000,12
Alto,ALTO JAPAN,650,AUTOMATIC,PETROL,120000,3300000,15
Swift,SWIFT,1320,AUTOMATIC,PETROL,140000,3525000,20
Every,EVERY,650,MANUAL,PETROL,650092,1750000,25
Celerio,CELERIO ZXI,998,AUTOMATIC,PETROL,12521,4750000,5
Maruti,MARUTI 800,800,MANUAL,PETROL,90000,1600000,17
Celerio,CELERIO ZXI,1000,AUTOMATIC,PETROL,42000,4690000,5
Alto,ALTO JAPAN,800,MANUAL,PETROL,84000,3300000,7
Maruti,MARUTI 800,800,MANUAL,PETROL,105000,1695000,12
Swift,SWIFT,1320,AUTOMATIC,PETROL,123456,3390000,20
Swift,SWIFT VXI,1300,MANUAL,PETROL,182000,3300000,20
Every,EVERY,650,AUTOMATIC,PETROL,202000,3250000,17
Maruti,MARUTI 800,800,MANUAL,PETROL,7500,1250000,18
Swift,SWIFT,1300,AUTOMATIC,PETROL,177000,3290000,20
Spacia,SPACIA G GRADE,660,AUTOMATIC,PETROL,45000,4290000,8
Maruti,MARUTI 800,800,MANUAL,PETROL,100800,1500000,12
Swift,SWIFT,1320,AUTOMATIC,PETROL,137500,3275000,20
Alto,ALTO K10 LXI,1000,MANUAL,PETROL,206690,2050000,21
Every,EVERY,1300,MANUAL,PETROL,65000,1600000,23
Alto,ALTO JAPAN,800,MANUAL,PETROL,67000,3275000,5
Maruti,MARUTI 800,1000,MANUAL,PETROL,116700,1490000,20
Maruti,MARUTI 800,800,MANUAL,PETROL,86300,1375000,17
Alto,ALTO K10 LXI,1000,AUTOMATIC,PETROL,206690,2050000,21
Celerio,CELERIO VXI AMT,1000,TIPTRONIC,PETROL,74000,4650000,5
Alto,ALTO VXI,660,MANUAL,PETROL,80000,3250000,8
Alto,ALTO K10 LXI,1000,MANUAL,PETROL,100000,1900000,21
Alto,ALTO K10 LXI,1000,MANUAL,PETROL,150000,1650000,21
Maruti,MARUTI 800,800,MANUAL,PETROL,42000,1395000,17
Alto,ALTO K10 VXI,1000,MANUAL,PETROL,165000,2650000,20
Swift,SWIFT,1300,AUTOMATIC,PETROL,148000,3265000,20
